id,date,publication,author,headline,items
2009,2016-03-03,Free Press,Bureau,"Govt has taken one step forward on retro tax issue, says Jaitley","arbitration, Cairn Energy, retrospective tax"
2010,2016-03-03,Daily Post,PTI,Govt has taken one step forward on retro tax issue: FM,"arbitration, Cairn Energy, retrospective tax"
2011,2016-03-07,Daily News & Analysis,PTI,"Cant waive tax on Voda, Cairn, but can remove interest, penalty","arbitration, Cairn Energy"
2012,2016-03-07,The Asian Age,PTI,FinMin: We cant waive Voda tax,"arbitration, Cairn Energy"
2013,2016-03-07,Business Standard,PTI,"Govt cant waive tax on Vodafone, Cairn: Adhia","arbitration, Cairn Energy"
2014,2016-03-07,The Times Of India,Agencies,"Govt cant waive tax on Vodafone, Cairn, says Adhia","arbitration, Cairn Energy"
2015,2016-03-07,The Free Press Journal,Bureau,"Govt cant waive tax on Vodafone, Cairn: Adhia","arbitration, Cairn Energy"
2016,2016-03-07,The Financial Express,PTI,"Govt cant waive tax on Vodafone, Cairn: Adhia","arbitration, Cairn Energy"
2017,2016-03-07,The Times Of India,Agencies,"Govt can't waive tax on Vodafone, Cairn, says Adhia","arbitration, Cairn Energy"
2018,2016-03-07,Daily News & Analysis,Bureau,"Can't waive tax on Voda, Cairn, but can remove interest Penalty","arbitration, Cairn Energy"
2019,2016-03-07,Deccan Chronicle,PTI,Finmin: We can't waive Voda tax,"arbitration, Cairn Energy"
2020,2016-03-07,The Indian Express,Bureau,"Govt cant waive tax on Vodafone, Cairn, says Adhia","arbitration, Cairn Energy"
2021,2016-03-07,The Pioneer,Bureau,"Govt can't waive tax on vodafone, cairn: Adhia","arbitration, Cairn Energy"
2022,2016-03-07,The Times Of India,Bureau,"Govt cant waive tax on Voda, Cairn","arbitration, Cairn Energy"
2023,2016-03-07,The Hans India,Bureau,"Centre not  to waive  tax on Vodafone, cairn Energy","arbitration, Cairn Energy"
2024,2016-03-07,Business Standard,Bureau,"Govt can't waive tax on vodafone, cairn: Adhia","arbitration, Cairn Energy"
2025,2016-03-08,The Times Of India,Agencies,"Govt can’t waive tax on Vodafone, Cairn, says Adhia","arbitration, Cairn Energy"
2026,2016-03-08,Business Standard,Letters,Olive branch to MNCs,arbitration
2027,2016-03-11,Business Standard, Sudheer Pal Singh,Reforms bring investment hope for hydrocarbons,arbitration
2028,2016-03-11,OHeraldo,PTI,Cabinet nod for new gas pricing; exploration regime liberalised,arbitration
2029,2016-03-11,The New Indian Express,Bureau,Perestrokia For Gas Sector,arbitration
2030,2016-03-14,Western Times,Bureau,"Govt cant waive tax on Vodafone, Cairn: Adhia","arbitration, Cairn Energy"
2031,2016-03-15,The Hindu, Vikas Dhoot,"Retrospective tax window no solution for Vodafone, Cairn","arbitration, retrospective tax"
2032,2016-03-16,Financial Chronicle, Subhash Narayan,"Cairn Energy got Rs 29,000cr tax demand last month","arbitration, Cairn Energy, retrospective tax"
2033,2016-03-16,The Asian Age,Correspondent,"UKs Cairn gets Rs 29,000cr tax notice","arbitration, Cairn Energy, retrospective tax"
2034,2016-03-16,Mint, Gireesh Chandra Prasad,"Retrospective tax demand on Cairn touches Rs28,200 crore","arbitration, Cairn Energy"
2035,2016-03-16,The Indian Express,Bureau,Govt sends Rs 29K crore tax notice to Cairn Energy,"arbitration, Cairn Energy, retrospective tax"
2036,2016-03-16,The Financial Express,Bureau,I-T presses Rs 29k cr tax notice including interest on Cairn,"arbitration, Cairn Energy, retro tax, retrospective tax"
2037,2016-03-16,The Times Of India,Agencies,I-T dept slaps Rs 29k-cr demand on Cairn Energy,"arbitration, Cairn Energy, retrospective tax"
2038,2016-03-16,The Free Press Journal,Bureau,I-T Dept slaps Rs 29k cr tax notice on Cairn,"arbitration, Cairn Energy, retrospective tax"
2039,2016-03-16,Business Standard, Jyoti Mukul,"Cairn Energy gets over Rs 29,000-cr tax demand","arbitration, Cairn Energy"
2040,2016-03-16,The Times Of India,Bureau,I-T department slaps Rs 29k-cr demand on Cairn Energy,"arbitration, Cairn Energy, retrospective tax"
2041,2016-03-16,Deccan Herald,Bureau,"I-T department slaps Rs 29,000 crore tax notice on Cairn Energy","arbitration, Cairn Energy, retrospective tax"
2042,2016-03-16,The New Indian Express,Bureau,Cairn Energy gets Rs 29K-cr IT slap,"arbitration, Cairn Energy, retrospective tax"
2043,2016-03-16,Deccan Chronicle,Bureau,"UK’s Cairn gets Rs 29,000cr tax notice","arbitration, Cairn Energy, retrospective tax"
2044,2016-03-16,The Telegraph,Bureau,Hefty tax load on Cairn,"arbitration, Cairn Energy, retrospective tax"
2045,2016-03-16,The Tribune,PTI,"I-T Dept slaps Rs 29,000-cr tax demand on Cairn","arbitration, Cairn Energy, retrospective tax"
2046,2016-03-16,The Pioneer,PTI,I-T dept slaps Rs 29k cr tax demand notice on Cairn energy,"arbitration, Cairn Energy, retrospective tax"
2047,2016-03-16,The Hans India,Bureau,I-T dept slaps Rs 29k-cr tax notice on Cairn,"arbitration, Cairn Energy, retrospective tax"
2048,2016-03-16,The Statesman,PTI,"I-T slaps Rs 29,000 crore tax notice on Cairn Energy","arbitration, Cairn Energy, retrospective tax"
2049,2016-03-16,Free Press,Bureau,I-T Dept slaps Rs 29k cr tax notice on Cairn,"arbitration, Cairn Energy, retrospective tax"
2050,2016-03-16,The Hitavada,PTI,I-T Deptt slaps Rs 29K crore tax demand notice on Cairn Energy,"arbitration, Cairn Energy, retrospective tax"
2051,2016-03-16,The Times Of India,PTI,Taxman slaps Rs 29k cr notice on Cairn,"arbitration, Cairn Energy, retrospective tax"
2052,2016-03-17,The Indian Express,Editorial,Continuing spectre,"arbitration, Cairn Energy"
2053,2016-03-20,The Times Of India, Swaminathan S Anklesaria Aiyar,Make in India is hit by govt schizophrenia,arbitration
2054,2016-03-20,Western Times,Bureau,I-T Dept slaps Rs 29k cr tax demand notice on Cairn Energy,"arbitration, Cairn Energy, retrospective tax"
2055,2016-03-21,Business Standard,PTI,Govts retro tax settlement scheme to start from June 1,"arbitration, Cairn Energy, retrospective tax"
2056,2016-03-21,The Times Of India,Agencies,Retro tax settlement scheme from June 1,"arbitration, Cairn Energy, retrospective tax"
2057,2016-03-21,The Statesman,Bureau,Retrospective tax settlement scheme to open from June,"arbitration, Cairn Energy, retrospective tax"
2058,2016-03-21,The Pioneer,Bureau,Retro tax settlement scheme to open from June 1,"arbitration, Cairn Energy, retrospective tax"
2059,2016-03-21,The Hans India,Bureau,Retro tax settlement scheme to open from June,"arbitration, Cairn Energy, retrospective tax"
2060,2016-03-21,Free Press,Bureau,Retro tax settlement scheme fromJune,"arbitration, Cairn Energy, retrospective tax"
2061,2016-03-21,The Free Press Journal,Bureau,Retro tax settlement scheme fromJune,"arbitration, Cairn Energy, retrospective tax"
2062,2016-03-25,The Financial Express,Editorial,Reorganising babus,arbitration
2063,2016-03-28,OHeraldo,Bureau,"Govt not to coerce Vodafone, Cairn on retro tax case: FM","arbitration, Cairn Energy, retrospective tax"
2064,2016-03-28,Millennium Post,Bureau,"Govt not to coerce Vodafone, Cairn Energy on retro tax case: Jaitley","arbitration, Cairn Energy, retrospective tax"
2065,2016-03-28,The Times Of India,Bureau,"Govt not to coerce Voda, Cairn on retro tax case: FM","arbitration, Cairn Energy, retrospective tax"
2066,2016-03-28,Western Times,Bureau,Retro tax settlement scheme to open from June 1,"arbitration, Cairn Energy, retrospective tax"
2067,2016-03-28,Daily News & Analysis,PTI,"Wont coerce Voda, Cairn on retro tax case: FM","arbitration, Cairn Energy, retrospective tax"
2068,2016-03-28,Financial Chronicle,PTI,"Govt wont force Vodafone, Cairn on retro tax: FM","arbitration, Cairn Energy, retrospective tax"
2069,2016-03-28,The Hindu Business Line,PTI,"Centre will not coerce Cairn, Vodafone on tax","arbitration, Cairn Energy, retrospective tax"
2070,2016-03-28,The Asian Age,PTI,We wont coerce Voda: Jaitley,"arbitration, Cairn Energy, retrospective tax"
2071,2016-03-28,The Hindu,PTI,"Govt not to coerce Vodafone, Cairn on retro tax case: FM","arbitration, Cairn Energy, retrospective tax"
2072,2016-03-28,The Economic Times,Bureau,Govt Wont Coerce Cos to Settle Retro Tax: FM,"arbitration, Cairn Energy, retrospective tax"
2073,2016-03-28,Mint,PTI,"Wont coerce Vodafone, Cairn: Jaitley","arbitration, Cairn Energy, retrospective tax"
2074,2016-03-28,Business Standard,PTI,"Govt not to coerce Vodafone, Cairn on retro tax case: Jaitley","arbitration, Cairn Energy, retrospective tax"
2075,2016-03-28,The Indian Express,PTI,"Govt not to coerce Vodafone, Cairn on retro tax case: FM","arbitration, Cairn Energy, retrospective tax"
2076,2016-03-28,The Financial Express,Bureau,"Govt not to coerce Vodafone, Cairn on retro tax case: FM","arbitration, Cairn Energy, retrospective tax"
2077,2016-03-28,The Times Of India,Agencies,"Govt wont coerce Voda, Cairn on retro tax offer: FM","arbitration, Cairn Energy, retrospective tax"
2078,2016-03-28,The Free Press Journal,Bureau,"Govt not to coerce Vodafone, Cairn on retro tax case: FM","arbitration, Cairn Energy, retrospective tax"
2079,2016-03-28,The Times Of India,Agencies,"Govt not to coerce Voda, Cairn on retro tax: Jaitley","arbitration, Cairn Energy, retrospective tax"
2080,2016-03-28,Deccan Herald,PTI,"'Vodafone, Cairn not be coerced on retro tax case'","arbitration, Cairn Energy, retrospective tax"
2081,2016-03-28,The Pioneer,PTI,"Govt not to coerce Vodafone, Cairn on retro tax case : FM","arbitration, Cairn Energy, retrospective tax"
2082,2016-03-28,Deccan Chronicle,Bureau,We wont coerce Voda: Jaitley,"arbitration, Cairn Energy, retrospective tax"
2083,2016-03-29,The Financial Express,Editorial,Some relief on retro tax,"arbitration, Cairn Energy, retrospective tax"
2084,2016-03-30,Financial Chronicle,PTI,Voda moves ICJ over tax arbitration,"arbitration, Cairn Energy"
2085,2016-03-30,The Hindu,PTI,Vodafone moves ICJ over tax arbitration with India,"arbitration, Cairn Energy"
2086,2016-03-30,The Economic Times,Bureau,Tax Row: Voda Moves Intl Court of Justice,"arbitration, retrospective tax"
2087,2016-03-30,The Times Of India,Agencies,Voda moves international court over tax arbitration,"arbitration, Cairn Energy"
2088,2016-04-04,Daily News & Analysis,PTI,Cairn asks govt to walk the talk on retro tax issue,"arbitration, Cairn Energy, retrospective tax"
2089,2016-04-04,Financial Chronicle,PTI,Cairn asks govt to walk the talk on retro tax,"arbitration, Cairn Energy, retrospective tax"
2090,2016-04-04,The Asian Age,PTI,Cairn to India: Walk the talk on retro tax,"arbitration, Cairn Energy, retrospective tax"
2091,2016-04-04,Financial Chronicle, Manash Pratim Bhuyan,"GST to happen; retro tax thing of past, says Modi","arbitration, Cairn Energy, retrospective tax"
2092,2016-04-04,Business Standard,PTI,Cairn asks govt to walk the talk on retro tax,"arbitration, Cairn Energy, retrospective tax"
2093,2016-04-04,Mint,PTI,Cairn asks govt to relook tax issue,"arbitration, Cairn Energy, retrospective tax"
2094,2016-04-04,The Indian Express,Bureau,Retro tax: Cairn asks govt to walk the talk,"arbitration, Cairn Energy, retrospective tax"
2095,2016-04-04,The Financial Express,PTI,Cairn Energy asks govt to walk the talk on retro tax,"arbitration, Cairn Energy, retrospective tax"
2096,2016-04-04,The Free Press Journal,Bureau,Retro tax: Cairn asks govt to walk the talk,"arbitration, Cairn Energy, retrospective tax"
2097,2016-04-04,The Statesman,Agence France Presse,Cairn asks govt to walk the talk on retro tax,"arbitration, Cairn Energy, retrospective tax"
2098,2016-04-04,Western Times,Bureau,"Govt not to coerce Vodafone, Cairn on retro tax case : FM","arbitration, Cairn Energy, retrospective tax"
2099,2016-04-04,The Pioneer,PTI,Cairn asks Government to walk the talk on retro tax,"arbitration, Cairn Energy, retrospective tax"
2100,2016-04-04,The Pioneer,PTI,GST soon: Modi woos Saudi investors,"arbitration, Cairn Energy, retrospective tax"
2101,2016-04-04,The Pioneer,PTI,GST soon: Modi woos Saudi investors,"arbitration, Cairn Energy, retrospective tax"
2102,2016-04-04,The Pioneer,PTI,GST soon: Modi woos Saudi investors,"arbitration, Cairn Energy, retrospective tax"
2103,2016-04-04,The Pioneer,PTI,GST soon: Modi woos Saudi investors,"arbitration, Cairn Energy, retrospective tax"
2104,2016-04-04,Sakal Times,PTI,Cairn asks govt to walk the talk on retro tax,"arbitration, Cairn Energy, retrospective tax"
2105,2016-04-04,Free Press,Bureau,Retro tax: Cairn asks govt to walk the talk,"arbitration, Cairn Energy, retrospective tax"
2106,2016-04-07,Business Standard, Jyoti Mukul,Seeking to boost investmentwith upstream reforms,arbitration
2107,2016-04-08,The Economic Times,Bureau,Cairn slapped with fine up to Rs10247 cr apart from RS29000-cr Taz Demand,"arbitration, Cairn Energy, retrospective tax"
2108,2016-04-08,The Financial Express,Editorial,"Vodafone again, and again","arbitration, retrospective tax"
2109,2016-04-11,The Times Of India,Agencies,Cairn India has indemnity from Rs 20k cr tax,"arbitration, Cairn Energy, retrospective tax"
2110,2016-04-11,Daily News & Analysis,PTI,"Cairn India cant be held liable for `20,000 crore tax demand","arbitration, Cairn Energy, retrospective tax"
2111,2016-04-11,Financial Chronicle,PTI,Cairn India has indemnity from Cairn Energy on tax,"arbitration, Cairn Energy, retrospective tax"
2112,2016-04-11,The Economic Times,Bureau,Cairn India has Indemnity from Uk's Cairn,"arbitration, Cairn Energy, retrospective tax"
2113,2016-04-11,Western Times,Bureau,Cairn asks Government to walk the talk on retro tax,"arbitration, Cairn Energy, retrospective tax"
2114,2016-04-12,Financial Chronicle,PTI,"Cairn India, Vedanta merger only after tax is settled: Govt","arbitration, Cairn Energy, retrospective tax"
2115,2016-04-12,The Indian Express,Bureau,"Cairn India merger with Vedanta only after share release, says Adhia","arbitration, Cairn Energy, retrospective tax"
2116,2016-04-12,The Statesman,PTI,Govt Disallows Merger Of Cairn India With Vedanta,"arbitration, Cairn Energy, retrospective tax"
2117,2016-04-12,The Times Of India,PTI,Cairn India merger with Vedanta only after share release: Adhia,"arbitration, Cairn Energy, retro tax, retrospective tax"
2118,2016-04-12,The Political & Business Daily,Bureau,"Setback to merger of Cairn, Vedanta","arbitration, Cairn Energy, retrospective tax"
2119,2016-04-12,The Pioneer,PTI,"Cairn India merger with Vedanta only after share release, says Hasmulh Adhia","arbitration, Cairn Energy, retrospective tax"
2120,2016-04-12,The Times Of India,Agencies,Cairn India merger with Vedanta only after share release: Adhia,"arbitration, Cairn Energy, retro tax, retrospective tax"
2121,2016-04-19,The Financial Express,Author,Just talking not enough,arbitration
2122,2016-04-21,The Times Of India,PTI,FM: Banks need to ensure defaulters dont get away,"arbitration, Cairn Energy, retrospective tax"
2123,2016-04-22,Hindustan Times, Suchetana Ray,Cairn-Vedanta merger to go ahead if asset value is kept aside in escrow account,"arbitration, Cairn Energy"
2124,2016-04-23,Financial Chronicle, Subhash Narayan,Oil's well,arbitration
2125,2016-04-23,Financial Chronicle, Subhash Narayan,Gushing Fields,arbitration
2126,2016-04-23,Hindustan Times, Suchetana Ray,Cairn-Vedanta merger set to be reality soon,"arbitration, Cairn Energy"
2127,2016-05-01,Business Standard, Abhineet Kumar,"Vodafone gears up for Rs 16,500-cr IPO, names bankers",arbitration
2128,2016-05-02,Financial Chronicle, Subhash Narayan,All Set For A Big Surge,arbitration
2129,2016-05-09,Business Standard,Editorial,Fast-forward on retro tax,"arbitration, retro tax, Cairn plc, retrospective tax"
2130,2016-05-09,Business Today, Anilesh S Mahajan,It is all about getting ready before the investment cycle starts,arbitration
2131,2016-05-09,Business Standard,Bureau,Delight and despair in arbitration,arbitration
2132,2016-05-12,Financial Chronicle,PTI,"Cairn Energy accpets CBDT terms, offers to deposit 15%","arbitration, Cairn Energy, retrospective tax"
2133,2016-05-12,Daily News & Analysis,PTI,Cairn offers to pay 15% amount in pending tax case,"arbitration, Cairn Energy, retrospective tax"
